439;Two routers are connected via serial interfaces and the link-protocol is PPP, but the MRU of two serial interface’ s are different, in PPP LCP negotiated stage, what will happen?;LCP negotiation will fail;Negotiation will use the smaller value of MRU.;Negotiation will use the larger value of MRU.;Negotiation will use the default value that is 1500 octets.;;1
470;Two routers are connected via serial interfaces, for which the link-protocol is PPP. The network administrator wishes to configure PPP authentication to improve security on this link,Which PPP authentication method provides a more secure solution?;CHAP;PAP;MD5;SSH;;0
80;Two routers are connected via serial interfaces, for which the link-protocol is PPP. The network administrator wishes to configure PPP authentication to improve security on this link.Which PPP authentication method provides a more secure solution?;CHAP;PAP;MD5;SSH;;0
53;Two routers establish an IPsec tunnel, which of the following does not need to be the same on both peering devices?;Encapsulation mode;Transform mode;Proposal name;authentication algorithm;;2
87;"Two routers have established a point-to-point network using PPP. The administrator has configured the routers to run OSPF in the same area with the same router ID, what behavior will occur as a result of the configuration? ";"The routers will build a neighbor relationship even though both routers are using the same router ID.";VRP will notify of a router ID conflict between the two routers.;"The routers will build an adjacency even though both routers are using the same router ID. ";"The routers will not send hello packets to each other because they are using the same router ID. ";;1
107;UDP is connectionless oriented, which of the following must be used in order to ensure reliability?;Internet Protocol;Application Layer Protocol;Network Layer Protocol;Transmission Control Protocol;;1
512;Users in the network discovered that the efficiency of a file transfer is low. The administrator used wireshark to observe the network and discovered manyduplicate frames.Which statement correctly explains the reason for this?;The switch doesn't know the destination and has flooded frames.;This network needs upgrading to use newer and more efficient switches.;The network has loops at the link layer.;The network has not been segmented using VLANs.;;2
476;VLANs 10 and 20 have been created on both SWA and SWC. VLAN 10 has been manually created on SWB. SWB has learned VLAN 20 from SWA via GVRP, allowing the hosts to belong to different VLANs as shown. If port Interface G0/0/1 on SWB is changed to fixed mode, what will happen?;Host A will still be able to communicate with Host C.;Host B will still be able to communicate with Host D.;Hosts that belong to the same VLAN will still be able to communicate;All hosts will be unable to communicate with any other host;;0
266;"Warning: Auto-Config is working. Before configuring the device, stop Auto-Config. If you perform configurations when Auto-Config is running, the DHCP, routing, DNS, and VTY configurations will be lost. Do you want to stop Auto-Config? [y/n]: The administrator finds that the preceding information is displayed on the device. Which of the following statements is true about the preceding information?";To enable automatic configuration, select “y”;If automatic configuration is not required, select “n”;When the device is started for the first time, the automatic configuration function is enabled;"When the device is started for the first time, the automatic configuration function is disabled";;2
197;What action does an access port take in the process of sending VLAN frames?;The access port sends tagged frames.;The access port strips the VLAN tag and forwards the frame.;The access port exchanges the VLAN tag of the inbound and outbound port of the frame before forwarding the frame.;The access port attaches its PVID information to the frame.;;3
147;"What are the components of the OSI reference model from top to bottom? ";"Application layer, presentation layer, session layer, transport layer, network layer, data link layer, and physical layer";Application layer, transport layer, network layer, data link layer, and physical layer;"Application layer, session layer, presentation layer, transport layer, network layer, data link layer, and physical layer ";"Application layer, presentation layer, session layer, network layer, transport layer, data link layer, and physical layer";;0
380;What is the broadcast address corresponding to 200.200.200.200/30?;200.200.200.255;200.200.200.203;200.200.200.200;200.200.200.252;;1
37;What is the default authentication mode for the default_admin domain?;None;Local;Radius;802.1X;;1
151;What is the default deadtime of OSPF on a broadcast network?;10s;20s;30s;40s;;3
276;What is the default priority of OSPF routes on a Huawei AR router?;0;10;20;30;;1
319;What is the default priority of static routes on a Huawei AR router?;0;60;100;120;;1
248;What is the default step of the ACLs on AR G3 series routers?;5;15;20;10;;0
340;What is the default value of switch priority when STP is enabled on Huawei switch?;4096;8192;16384;32768;;3
228;What is the default value of the Forward Delay timer of STP?;5 seconds;10 seconds;15 seconds;20 seconds;;2
143;What is the destination address of DHCPv6 request packets?;FF02::1:2;FF02::1;FF02: 2;FF01:1:2;;0
212;What is the destination IP address of DHCP Discover packets?;224.0.0.1;127.0.0.1;224.0.0.2;255.255.255.255;;3
427;What is the destination MAC address of STP BPDUs?;01-80-C2-00-00-00;FF-FF-FF-FF-FF-FF;00-80-C2-00-00-00;01-80-C2-04-05-06;;0
139;"What is the destination port number of the DHCPv6 Advertise packets sent by the DHCPv6 server?";546;547;548;549;;0
297;What is the destination port number of the DHCPv6 request packets sent by DHCPv6 clients?;546;547;548;549;;1
86;"What is the function of the ""ip address ppp-negotiate"" command?";Enables the function of requesting for an IP address from the peer device;Enables the function of accepting the request for an IP address from the remote device.;Enables the function of statically allocating IP addresses to the peer.;None of the above.;;0
472;"What is the function of the â€œip address ppp-negotiate"" command?";Enables the function of requesting for an IP address from the peer device.;Enables the function of accepting the request for an IP address from the remote device;Enables the function of statically allocating IP addresses to the peer.;None of the above.;;0
217;What is the length (in bits) of each OSPFv3 router ID?;32;64;96;128;;0
366;"What is the length (in bits) of the ""Traffic Class"" field in the IPv6 packet header?";2;4;6;8;;3
408;What is the length of the Ethernet_II frame that contains the Ethernet header?;46-1500B;64-1518B;64-1500B;60-1560B;;0
117;What is the main function of a dynamic routing protocol?;Manage routers;Generate a routing table;Generate an IP address;Control the status of router interfaces;;1
121;What is the main function of DHCP Discover packets?;The client sends DHCP Discover packets to search for the DHCP server;"The client sends DHCP Discover packets for requesting to confirm the configuration or renew the lease time of the IP address";The DHCP Discover packet carries various configuration information;The DHCP server sends DHCP Discover packets to respond DHCP Request packets;;0
225;What is the main function of the DNS protocol?;Domain name resolution;File transfer;Remote access;Email transmission;;0
59;What is the maximum number of member interfaces supported by a single Eth-Trunk?;6;8;10;12;;1
46;"What is the meaning of 200 in the command ""fr map ip 10.1.1.2 200""?";remote logical channel ID;local DLCI;remote interface ID;remote node ID;;1
520;What is the number range of a basic ACL?;2000-2999;3000-3999;4000-4999;6000-6031;;0
214;What is the number range of a Layer 2 ACL?;2000-2999;3000-3999;4000-4999;5000-5999;;2
318;What is the number range of an advanced ACL?;2000-2999;3000-3999;4000-4999;6000-6031;;1
235;What is the protocol number of OSPF packets at the network layer?;0;1;6;89;;3
224;What is the total length of the Flag field in RSTP BPDUs?;2;4;6;8;;3
116;What is the total length of the interface ID in each link-local unicast address?;32 bits;48 bits;64 bits;96 bits;;2
226;What is the total length of the port id in STP?;2 bits;4 bits;8 bits;16 bits;;3
395;What is the total length of the VLAN frame defined by IEEE 802.1Q?;1Byte;2Byte;3Byte;4Byte;;3
396;What is the TPID value defined by IEEE 802.1Q?;8100;8200;9100;7200;;0
257;What is the UDP port number used by the DHCPv6 server?;546;547;548;549;;1
230;What is the value of the Flag field in PPP frame format?;7E;8E;FF;EF;;0
416;What is the value of the Type field in RSTP configuration BPDUs?;0;1;2;3;;2
129;What is the value range of the DSCP field in an IPv4 header?;0 to 7;0 to 15;0 to 31;0 to 63;;3
295;What is the value range of the Hop Limit field in an IPv6 header?;0-7;0-15;0-31;0-255;;3
155;What of the following statements is correct regarding access control list types and ranges?;A basic ACL value ranges from 1000-2999;An advanced ACL value ranges from 3000-4000;A layer 2 ACL value ranges from 4000-4999;An interface ACL value ranges 1000-2000;;2
106;What will the destination MAC address be at the moment a frame is transmitted by the host, when the router is the IP destination?;The MAC address of the switch.;The MAC address of the router interface G0/0/0.;The MAC address of the host.;The destination MAC address will be a broadcast MAC address.;;3
182;When a host moves frequently, which of the following VLAN assignment modes is the most appropriate?;Port-based VLAN assignment;IP subnet-based VLAN assignment;Policy-based VLAN assignment;MAC address-based VLAN assignment;;3
141;"When a network engineer enters a command, the following information is displayed: Error: Unrecognized command found at \’^\’ position. Which of the following statements is true about such information? ";No keyword is found.;The parameter type is incorrect.;The entered command is incomplete.;"The entered parameter is not specified. ";;0
28;When a router is powered on, the router reads the configuration file saved in the default save directory to get itself initialized. If the configuration file does not exist in the default save directory, what does the router use to initialize itself?;New configuration file;Initial configuration file;Default parameters;Current configuration file;;2
82;When both ends running PPP protocol detect that the physical link is active, the link state will transit from dead to establish.Which of the following protocols is used to negotiate the link parameters during this phase?;IP;DHCP;LCP;NCP;;2
89;When configuring a router as a PPPoE client, which configuration is not necessary?;Configuration of the dialer-rule;Configuration of the dialer interface;Configuration of an IP address on the dialer interface;Configuration of a password on the dialer interface;;2
192;When searching the routing table, a router follows the longest matching rule. Which of the following parameters does the length in the longest matching rule indicate?;Mask length;Next-hop IP address length;Preference value of routing protocol;Cost;;0
435;When the header length of an IPv4 data packet is 20B and the total packet length is 15008, what is the valid payload of the packet?;15008;14808;15208;208B;;1
331;When the link layer protocol is (), OSPFv3 considers the network as a broadcast network.;Ethernet;PPP;HDLC;ARP;;0
348;When the values of the M and O flags on the RA packet that a DHCPv6 client receives from a DHCPv6 server are (), the DHCPv6 stateful autoconfiguration to obtainan IPv6 address and other configuration information.;11;10;1;0;;0
51;When using VRP, which of the following commands is used to configure the data link layer encapsulation type of a serial interface as HDLC?;encapsulation hdlc;link-protocol hdlc;hdlc enable;link-protocol ppp;;1
84;When using VRP, which of the following commands is used to configure the PPP authentication method as PAP?;ppp pap;ppp authentication-pap;ppp authentication-mode pap;ppp pap-authentication;;2
373;Which area ID is used by OSPFv3 to identify the backbone area?;0;1;2;3;;0
90;Which command can be used to check the PPPoE client session status?;display ip interface brief;display current-configuration;display pppoe-client session packet;display pppoe-client session summary;;3
43;Which command should be used to check the mapping between protocol addresses and frame relay addresses?;display fr interface;display fr map-info;display fr inarp-info;display interface brief;;1
135;Which field in the IPv6 packet header can be used for QoS?;Traffic Class;Next Header;Version;Payload Length;;0
290;Which layer of the OSI reference model does a router work at?;Application layer;"Network layer ";"Transport layer ";Data link layer;;1
201;Which layer of the osi reference model does a switch work at?;Network layer;Data link layer;Physical layer;Transport layer;;1
322;Which layer of the OSI reference model does the PPP protocol define?;Presentation layer;Data link layer;Network layer;Application layer;;1
302;"Which mode is used by a PPPoE client to send PADI packets to the server? ";Unicast;Multicast;Broadcast;Anycast;;2
284;Which of the following ACLs can match the transport layer port number?;Basic ACL;Advanced ACL;Layer 2 ACL;Intermediate ACL;;1
304;Which of the following ACLs cannot match network layer information?;Basic ACL;Advanced ACL;Layer 2 ACL;User ACL;;2
163;Which of the following addresses cannot be used as the IPv4 address of a host?;Class A address;Class B address;Class C address;Class D address;;3
356;Which of the following addresses is solicited-node multicast address corresponding to the IPv6 address 2019::8:AB?;FF02::1:FF08:AB;FF02::1:FF20:19;FF02::FF08:AB;FF02::1:FE08:AB;;0
103;"Which of the following applications can be used to detect the path along which the data packets are transmitted from the source to the destination?<choice ident=""A""><choice ident=""B""><choice ident=""C""><choice ident=""D"">";Route;Netstat;Tracert;Send;;2
221;Which of the following attributes cannot be used to measure costs?;Number of Hops;Bandwidth;Delay;sysname;;3
218;Which of the following authentication method is more secure for PPP?;CHAP;PAP;MDS;SSH;;0
183;Which of the following authentication modes does/do not require a user name and a password?;authentication-mode hwtacacs;authentication-mode local;authentication-mode none;authorization-mode hwtacacs;;2
196;Which of the following bridge IDs cannot exist in configuration BPDUs sent by a switch?;0 00-01-02-03-04-05;4096 01-01-02-03-04-05;0 10-01-02-03-04-05;32768 06-01-02-03-04-05;;1
333;Which of the following bridge IDs cannot exist in configuration BPDUs sent by a switch?;0 000-01-02-03-04-CC;2048 00-01-02-03-04-CC;4096 00-01-02-03-04-CC;8192 00-01-02-03-04-CC;;1
316;Which of the following can be displayed on the Versatile Routing Platform (VRP) to indicate that GE port 2 on subcard 0 in slot 3 of a router?;interface GigabitEthernet 3/0/2;interface GigabitEthernet 3/2/0;interface Ethernet 3/0/2;interface XGigabitEthernet 3/0/2;;0
193;Which of the following cannot be the length of an IPv4 packet header?;20B;32B;60B;64B;;3
513;Which of the following commands can be used to change the device name to huawei?;sysname huawei;hostname huawei;rename huawei;do name huawei;;0
47;Which of the following commands can be used to display mapping relationship between network address and DLCI?;display fr interface;display fr;display fr map-info;display fr brief;;2
12;Which of the following commands can be used to display the routing table on a Quidway router?;display ip path;display ip routing-table;display interface;display current-configuration;;1
381;Which of the following commands can be used to enable the DHCP relay function on a router interface?;dhcp select relay;dhcp select interface;"dhcp select global "; dhep select server;;0
350;Which of the following commands can be used to permanently delete the old device configuration file <config.zip>?;delete /force config.zip ;delete /unreserved config.zip;reset config.zip;clear config.zip;;1
22;Which of the following commands can be used to view the current configurations on a Huawei router?;display current-configuration;display saved-configuration;view saved-configuration;show startup-configuration;;0
161;Which of the following commands can be used to view the routing table on theVRP?;display ip routing-table;display ip forwarding-table;display current-configuration;display ip interface brief;;0
26;Which of the following commands can switch a view from the system view to the user view?;System-view;Router;Quit;User-view;;2
165;"Which of the following commands is used to configure an interface to obtain an IPv6 address through DHCPv6?";ipv6 address auto dhcp;ipv6 address auto global;ipv6 address auto link-local;ipv6 address auto node-local;;0
92;Which of the following commands is used to display the current running state and configuration of RIP?;display protocol rip;show rip;display rip;display this rip;;2
74;Which of the following commands is used to display the OSPF neighbor relationship establishment?;display ospf neighbor;display ospf brief;display ospf peer;display ospf interface;;2
45;Which of the following commands is used to enable dynamic address mapping protocol in the interface encapsulated with Frame Relay;fr inarp;fr reverse-arp;inverse-arp;reverse-arp;;0
445;Which of the following commands is used to enter the system-view from the user view on a Huawei router?;system-view;enable;configure terminal;interface system;;0
243;Which of the following data packets are the OPSF protocol packets encapsulated into?;IP packet;TCP packet;UDP packet;HI-rp packet;;0
354;Which of the following descriptions about STP designated ports is correct? ;Each bridge can have only one designated port.;Designated ports are responsible for sending BPDU to connected network segments.;Designated ports represent the path leading to the root switch.;Designated ports forward frames destined for the root switch.;;1
3;Which of the following descriptions regarding eSight is not correct?;eSight is used to monitor and manage enterprise networks.;eSight supports only Huawei devices.;eSight supports WLAN management and monitoring of hotspot coverage.;eSight supports the backup of configuration files and network traffic analysis.;;1
97;Which of the following descriptions regarding the TTL field of the IP packet is correct?;The TTL defines how many packets the source can send.;The TTL defines the duration during which the source can send packets.;The TTL value will decrement by 1 each time the packet is routed.;The TTL value will increment by 1 each time the packet is routed.;;2
13;Which of the following entries is not included in the routing table?;source address;next hop;destination address;сost;;0
487;Which of the following entries is not included in the routing table?;MAC;Next-hop address;Destination/Mask;Cost;;0
277;Which of the following features does OSPF have?;Routing loops are prone to occur;OSPF provides poor scalability;"The shortest path is calculated based on the number of hops ";OSPF supports area partition;;3
329;Which of the following fields is added to the IPv6 packet header compared with the IPv4 packet header?;Source Address;Destination Address;Version;Flow Label;;3
168;Which of the following fields is an IPv6 header is similar to the TTL field in an IPv4header?;Version;Traffic class;Next header;Hop limit;;3
160;Which of the following fields is not included in the format of the network-layerpacket header;Source IPv4 Address;Destination IPv4 Address;TTL;Sequence number;;3
118;Which of the following fields is not included in the OSPF Hello packet?;Hello Interval;Neighbor;Network Mask;Sysname;;3
150;Which of the following information is displayed when an entered command isincomplete on the Versatile Routing Platform (VRP)?;Error: Incomplete command found at \’^\’ position;Error: Too many parameters found at \’^\’ position;"Error: Ambiguous command found at \’^\’ position ";Error: Wrong parameter found at \’^\’ position;;0
131;Which of the following information is not included in the MAC address table of aswitch?;MAC address;Port number;IP address;VLAN ID;;2
149;Which of the following information is used by a VLANIF interface to determinewhether to perform Layer 2 forwarding or Layer 3 forwarding?;Source MAC address;Destination MAC address;Source IP address;Destination port;;1
444;Which of the following information must be configured for a DHCPv6 relay agent?;DHCPv6 address poo;DNS server address;IPv6 address of the DHCPv6 server;DHCPv6 DUID;;2
352;Which of the following IP addresses can be used by another host to communicate with the host whose ip address 200.200.200.201/30 without need to forward traffic through a router?;200.200.200.1;200.200.200.200;200.200.200.202;200.200.200.203;;2
136;"Which of the following IPv4 addresses cannot be used by a host to access the Internet without nat?";100.1.1.1;200.1.1.1;10.1.1.1;50.1.1.1;;1
287;Which of the following IPv4 addresses cannot be used by a host to access theInternet?;192.168.1.1/24;10.255.255.254/24;172.16.255.254/24;172.32.1.1/24;;0
140;Which of the following IPv4 addresses is a class A address?;192.168.1.1;127.1.1.1;172.16.1.1;100.1.1.1;;3
314;Which of the following IPv6 addresses can be abbreviated as 2FFF:DAC:ABEF::CDAA:732?;2FFF:0DAC:ABEF:0000:0000:0000:CDAA:0732;2FFF:0DAC:ABEF:0000:0000:CDAA:0732;2FFF:0DAC:ABEF:0000:0000:0000:CDAA:7320;2FFF:DAC0:ABEF:0000:0000:0000:CDAA:0732;;0
240;Which of the following IPv6 addresses has the solicited-node multicast address of FF02::1:FF12:1?;2019::12:1;2019::12:1000;2020::12AB:1;2020::1200:1;;0
184;Which of the following IPv6 addresses is a global unicast address?;2001::12:1;FE80::2E0:FCFF:FEEF:FEC;FFO2:1;FF02:2E0:FCFF:FEEF:FEC;;0
312;Which of the following IPv6 addresses is a link-local address?;FE80::2E0:FCFF:FEEF:FEC;FF02::2E0:FCFF:FEEF:FEC;2000::2E0:FCFF:FEEF:FEC;FC00::2E0:FCFF:FEEF:FEC;;0
128;Which of the following IPv6 addresses is a multicast address?;FE80::2E0:FCFF:FEEF:FEC;FF02::2E0:FCFF:FEEF:FEC;2000::2E0:FCFF:FEEF:FEC;FC00::2E0:FCFF:FEEF:FEC;;1
124;Which of the following IPv6 extension headers can occur twice?;Hop-by-Hop Options header;Fragment extension header;Destination Options header;Upper-layer header;;2
18;Which of the following is abbreviation of VRP?;Versatile Routine Platform;Virtual Routing Platform;Virtual Routing Plane;Versatile Routing Platform;;3
242;Which of the following is an IP address with a 12-bit mask?;255.240.0.0;255.255.0.0;255.248.0.0;255.255.255.0;;0
291;Which of the following is correct regarding the configuration of the trunk port andaccess port on a switch?;Access ports can only send untagged frames;Access ports can only send tagged frames;Trunk ports can only send untagged frames;Trunk ports can only send tagged frames;;1
164;Which of the following is not included in the routing table?;Destination/Mask;Cost;Next-hop address;MAC;;3
281;Which of the following is not the working principle of CSMA/CD?;Listening before sending;Listening while sending;Sending suspension upon a conflict;Resending after a random delay;Resending after a fixed delay;4
457;Which of the following is the feature of port-based VLAN assignment?;VLAN IDs are allocated based on the protocol type and encapsulation format of data frames.;The VLAN does not need to be configured again when hosts move.;;The VLAN tag is added to data frames based on the IP address carried in the frames;The VLAN needs to be configured again when hosts move;4
207;Which of the following is the format of application data after being processed by the data link layer?;PDU;Packet;Frame;Segment;;2
311;Which of the following is the full name of VRP?;Versatile Routing Platform;"Virtual Routing Platform ";Versatile Routing Protocol;Versatile Redundancy Platform;;0
172;Which of the following is/are not included in AAA?;Authentication;Authorization;"Accounting ";Audit;;3
66;Which of the following items can be translated by NAPT?;MAC address + port number;IP address + port number;Only MAC address;Only IP address;;1
308;Which of the following methods is not supported by the Versatile Routing Platform(VRP) to configure a router?;Configure the router through FTP.;Configure the router through the console port.;Configure the router through Telnet;Configure the router through the mini USB port.;;0
332;Which of the following methods is not used for logging in to the VRP system?;Telnet.;SSH.;Web.;Netstream.;;3
382;Which of the following multicast addresses is used in OSPFv3 to represent all DRs?;FF02::5;FF02::6;FF02::7;FF02::8;;1
273;Which of the following multicast addresses is used in OSPFv3 to represent all routers?;FF02::5;FF02::6;FF02::7;FF02::8;;0
19;Which of the following must be used to establish the configuration environment when a router is powered on for the first time?;SSL;SSH;Console port;Telnet;;2
336;Which of the following options is not a segment routing (SR) label action?;push;swap;pop;switch;;3
198;Which of the following OSPF packets can be sent to request the local lacking LSAs?;HELLO;LSR;LSU;LSACK;;1
497;Which of the following OSPF packets can be used to confirm the received Link State Update (LSU) packets?;LSR;LSA;LSU;LSACK;;3
280;Which of the following OSPF packets can be used to send LSAs to the peerrouter?;LSA;LSR;LSU;LSACK;;2
353;Which of the following OSPF packets can ensure LSA update reliability?;LSU ;LSR;LSACK;DD;;0
510;Which of the following OSPF states can be used to indicate that an adjacency relationship has been established?;Down;2-way;Full;Attempt;;1
72;Which of the following OSPF versions is specific to IPv6?;OSPFv1;OSPFv2;OSPFv3;OSPFv4;;2
415;Which of the following packet types is/are used by the RADIUS server for authentication rejection?;Access-Request;Access-Accept;Access-Reject;Access-Challenge;;2
204;Which of the following packets is sent by a DHCPv6 client before it sends a request packet to the DHCPv6 server?;RS;RA;NS;NA;;0
146;Which of the following packets is used by OSPF to describe its link state database(LSDB)?;"HELLO ";LSR;LSU;DD;;3
294;Which of the following packets is used by OSPF to discover and maintain neighborrelationships?;HELLO;LSR;LSU;DD;;0
407;Which of the following packets is used by the DHCPv6 client to respond to the Advertise packet sent by the DHCPv6 server?;Request;Offer ;Advertise;Reply;;0
394;Which of the following packets is used by the DHCPv6 server to reply to Solicit packets?;Advertise ;Offer ;Reply ;Request;;0
441;Which of the following packets needs to be sent when a PPPoE session needs to be terminated?;PADO;PADI;PADT;PADR;;2
20;Which of the following parameter settings for terminal emulation are correct when configuring a Huawei router through the Console port?;4800bps, 8 data bits,1 stop bits, odd parity check, and no flow control;9600bps, 8 data bits, 1 stop bits, no parity check, and no flow control;9600bps, 8 data bits, 1 stop bits, even parity check, and hardware flow control;19200bps, 8 data bits, 1 stop bits, no parity check, and no flow control;;1
423;Which of the following parameters cannot be allocated in DHCPv6 stateless autoconfiguration?;IPv6 address;DNS address;NIS server address;SNTP server address;;0
375;Which of the following parameters is not contained in STP configuration BPDUs?;Root ID;Bridge ID ;Port ID ;VLAN ID;;3
5;Which of the following parameters is not used by Advanced ACL?;Source interface;Destination port number;Protocol number;Time-range;;0
307;Which of the following parameters is used for master/slave role election of OSPF?;Router ID;"Interface IP address ";Sequence for protocols to start;"OSPF process ID ";;0
376;Which of the following parameters is used to detect link loops and other abnormalities inLCP negotiation?;MRU;Magic number;PAP;CHAP;;1
399;Which of the following percentage does the lease time of a DHCP client's IP address reach to trigger the DHCP client to send a lease renewal packet for the first time?;.025;0S5;.0875;1;;1
233;Which of the following port number is used by the FTP control plane?;21;22;23;24;;0
148;Which of the following ports can use HDLC encapsulation?;Eth-Trunk port;GigabitEthernet port;Ethernet port;Serial port;;3
232;Which of the following PPPoE packets is not transmitted in unicast mode?;PADO;PADS;PADR;PADI;;3
369;Which of the following protocols belongs to the link state protocol?;Direct routing protocol;OSPF;FTP;Static routing protocol;;1
188;Which of the following protocols can be used on a Layer 2 network with redundant links to prevent loops?;VRRP;STP;ARP;UDP;;1
339;Which of the following protocols is not a file transfer protocol?;FTP;TFTP;SFTP;HTTP packet;;3
44;"Which of the following protocols is used in Frame Relay to map the address to DLCI dynamically?<choice ident=""A""><choice ident=""B""><choice ident=""C""><choice ident=""D"">";ARP protocol;RARP protocol;InARP protocol;Map protocol;;2
310;Which of the following remote login modes is the most secure?;Telnet;Stelnet v1;Stelnet v2;Stelnet v100;;2
293;Which of the following routes has the highest priority?;static route;direct route;OSPF route;RIP route;;1
203;Which of the following service modules has/have the ACL with the default action of permit?;Telnet;HTTP;SNMP;Flow policy;;3
258;Which of the following SNMP packets is/are sent by agent on the managed deviceto the NMS?;Get-Request;Get-Next-Request;Set-Request;Response;;3
238;Which of the following stages is/are not included in PPPoE session establishment and termination?;Discovery stage;Session stage;Session termination stage;Data forwarding stage;;0
245;Which of the following statement is the function of OSPFv3 DD packets duringadjacency establishment?;OSPFv3 LSUs are used to send the required LSAs to the peer router;OSPFv3 LSUs are used to request the LSAs that are not included in the local LSDB.;OSPFv3 LSUs are used to describe the local LSDB;OSPFv3 LSUs are used to discover and maintain neighbor relationships;;0
446;Which of the following statements about a port on a switch is/are false?;If the port receives data frames without VLAN tags, the switch needs to add VLAN tag 200.;If the VLAN tag carried in a data frame is 100, the switch removes the VLAN tag and sends the frame.;The link type of the port is trunk.;The port cannot send data frames carrying VLAN tag 200;;2
359;Which of the following statements about a port on a switch is/are false?interface GigabitEthernet0/0/1port link-type trunk port trunk pvid vlan 100port trunk allow-pass vlan 100 200;If the VLAN tag carried in a data frame is 100, the switch removes the VLAN  tag and sends the frame.;The link type of the port is trunk.;If the VLAN tag carried in a data frame is 200. the switch removes the VLAN tag and sends the frame.;If the port receives data frames without VLAN tags, the switch needs to add VLAN tag 100.;;2
286;Which of the following statements about a port on a switch is/are false?interface GigabitEthernet0/0/2port hybrid pvid vlan 100port hybrid tagged vlan 100port hybrid untagged vlan 200;The link type of the port is hybrid;"If the VLAN tag carried in a data frame is 100, the switch removes the VLAN tag and sends the frame.";"If the port receives data frames without VLAN tags, the switch needs to add VLAN tag 100";"If the VLAN tag carried in a data frame is 200, the switch removes the VLAN tag and sends the frame";;1
259;Which of the following statements about AH protocol in IPsec VPN is/are false;Data source verification is supported;Data integrity check;Anti-replay protection;Packet encryption;;3
526;Which of the following statements about Ethernet sub-interfaces is/are true?;The sub-interface ID must be the same as the VLAN ID.;A sub-interface can be bound to multiple VLANs.;The sub-interface cannot be configured with an IP address.;The IP addresses for sub-interfaces must not be on the same network segment.;;2
223;Which of the following statements about Length/Type = 0x8100 in an Ethernet data frame is/are true?;The data frame must carry a VLAN tag.;The upper layer of the data frame must have an IP header.;The upper layer of the data frame must have an TCP header;The upper layer of the data frame must have an UDP header.;;0
417;Which of the following statements about node segments is false?;Node segments are special prefix segments;A node segment is used to identify a specific node;The node SID must be different from the prefix SID of the node;"When an IP address is configured for a loopback interface of a node the prefix SID of the node is the node SID";;1
429;Which of the following statements about static route preference on Huawei devices is false?;Static route preference ranges from 0 to 255.;Default static route preference is 60.;Static route preference is either internal or external. Administrators can modify external preferences.;If static route preference is 255, the route cannot be used;;0
390;"Which of the following statements about the ""ip route-static 10.0.2.2 255.255.255.255 10.0.12.2 preference 20"" command is true?";The destination network address of the route is 10.0.12.2/32.;The preference of the route is 100;The route must exist in the routing table.;The mask length of the destination network address of the route is 32 bits;;3
173;Which of the following statements about the ACL configuration of a router is/aretrue?acl number 2000rule 5 permit source 192.168.1.1 0rule 10 deny source 192.168.1.1 0;The data packets with the source IP address 192.168.1.1 match the permit rule.;"The data packets with the source IP addresses 192.168.1.1 or 192.168.1.254 match the permit rule.";The data packets with the source IP address 192.168.1.1 match the deny rule.;"The data packets with the source IP address 192.168.1.1 and denied packets match the permit rule.";;0
227;Which of the following statements about the adjacency segment is false?;An adjacency segment identifies an adjacency of a node.;Adjacency segments are flooded to other devices through an IGP. After the flooding, the adjacency segments are visible globally but effective locally.;An adjacency segment is identified by the adjacency SID.;Adjacency segments must be manually configured.;;3
213;Which of the following statements about the prefix segment is false?;Prefix segments need to be manually configured.;A prefix segment identifies the prefix of a destination address;Prefix segments are flooded from one device to others though an IGP. After the flooding, the prefix segments are visible and effective globally.;Prefix segments can be automatically allocated by an IGP.;;0
501;Which of the following statements about VLANIF interfaces is correct?;Different VLANIF interfaces can use the same IP address.;A VLANIF interface does not have a MAC address.;VLANIF interfaces do not need to learn MAC addresses.;A VLANIF interface is a Layer 3 interface.;;3
145;Which of the following statements about VLANIF interfaces is/are correct?;A VLANIF interface does not have a MAC address.;VLANIF interfaces do not need to learn MAC addresses.;A VLANIF interface is a Layer 3 interface.;Different VLANIF interfaces can use the same IP address.;;2
473;Which of the following statements are true about STP BPDUs?;During initialization, each switch enabled with STP proactively sends configuration BPDUs;BPDUs are encapsulated in Ethernet frames and the destination MAC address is a multicast MAC address;After STP is enabled on a port, the switch periodically sends TCN BPDUs through the designated port.;STP has two types of packets: configuration BPDU and TCN BPDU.;;3
525;Which of the following statements are true about the blackhole MAC address table?;Entries are manually configured and delivered to each interface card. The entries cannot be aged out.;After a device is reset, an interface card is hot swapped, or an interface card is reset, the saved entries on the device or interface card are not lost.;After a blackhole MAC address is configured on a device, the device discards packets whose source or destination MAC address is the blackhole MACaddress.;Blackhole MAC address entries can be used to filter out unauthorized users.;;2
393;Which of the following statements are true about the protection function provided by RSTP?;BPDU protection enables a switching device to set the state of an edge port to Error-Down if the edge port receives an RST BPDU. In this case, the port remains the edge port, and the switching device sends a notification to the NMS.;"Root protection takes effect only on designated ports.";Loop protection takes effect only on the root port and alternate ports.;After TC-BPDU protection is enabled, frequent deletion of MAC address entries can be prevented.;;1
